"學年度","學校代碼","學校名稱","科系代碼","科系名稱","日間∕進修別","等級別","學生數","教師數","上學年度畢業生數","縣市名稱","體系別"
112,1019,高雄醫學大學,09141037,醫學影像暨放射科學系,D 日,B 學士,154,10,31,50 高雄市,1 一般
112,1019,高雄醫學大學,09151028,物理治療學系,D 日,M 碩士,21,0,7,50 高雄市,1 一般
112,1019,高雄醫學大學,09151028,物理治療學系,D 日,B 學士,175,10,38,50 高雄市,1 一般
112,1019,高雄醫學大學,09152029,職能治療學系,D 日,M 碩士,10,0,2,50 高雄市,1 一般
112,1019,高雄醫學大學,09152029,職能治療學系,N 職,M 碩士,0,0,4,50 高雄市,1 一般
112,1019,高雄醫學大學,09152029,職能治療學系,D 日,B 學士,190,10,33,50 高雄市,1 一般
112,1019,高雄醫學大學,09159030,運動醫學系,D 日,M 碩士,25,0,8,50 高雄市,1 一般
112,1019,高雄醫學大學,09159030,運動醫學系,N 職,M 碩士,65,0,23,50 高雄市,1 一般
112,1019,高雄醫學大學,09159030,運動醫學系,D 日,B 學士,207,11,48,50 高雄市,1 一般
112,1019,高雄醫學大學,09161024,藥學系,D 日,D 博士,28,0,5,50 高雄市,1 一般
112,1019,高雄醫學大學,09161024,藥學系,D 日,M 碩士,41,0,26,50 高雄市,1 一般
112,1019,高雄醫學大學,09161024,藥學系,N 職,M 碩士,39,0,5,50 高雄市,1 一般
112,1019,高雄醫學大學,09161024,藥學系,D 日,B 學士,500,18,2,50 高雄市,1 一般
112,1019,高雄醫學大學,09161026,天然藥物研究所,D 日,D 博士,20,0,3,50 高雄市,1 一般
112,1019,高雄醫學大學,09161026,天然藥物研究所,D 日,M 碩士,22,6,5,50 高雄市,1 一般
112,1019,高雄醫學大學,09161027,香粧品學系,D 日,M 碩士,19,0,5,50 高雄市,1 一般
112,1019,高雄醫學大學,09161027,香粧品學系,D 日,B 學士,246,8,47,50 高雄市,1 一般
112,1019,高雄醫學大學,09161047,毒理學博士學位學程,D 日,D 博士,4,0,0,50 高雄市,1 一般
112,1019,高雄醫學大學,09161047,毒理學碩士學位學程,D 日,M 碩士,3,4,3,50 高雄市,1 一般
112,1019,高雄醫學大學,09191021,公共衛生學系,D 日,D 博士,16,0,2,50 高雄市,1 一般
112,1019,高雄醫學大學,09191021,公共衛生學系,D 日,M 碩士,30,0,20,50 高雄市,1 一般
112,1019,高雄醫學大學,09191021,公共衛生學系,D 日,B 學士,175,12,36,50 高雄市,1 一般
112,1019,高雄醫學大學,09191023,環境職業醫學博士學位學程,D 日,D 博士,12,5,2,50 高雄市,1 一般
112,1019,高雄醫學大學,09199033,呼吸治療學系,D 日,B 學士,174,8,36,50 高雄市,1 一般
112,1019,高雄醫學大學,09211048,高齡長期照護碩士學位學程,D 日,M 碩士,46,3,2,50 高雄市,1 一般
112,1019,高雄醫學大學,09231049,醫學社會學與社會工作學系,D 日,M 碩士,29,0,10,50 高雄市,1 一般
112,1019,高雄醫學大學,09231049,醫學社會學與社會工作學系,D 日,B 學士,226,12,44,50 高雄市,1 一般
112,1019,高雄醫學大學,99999Z01,通識及共同科目,D 日,,0,27,0,50 高雄市,1 一般
112,1019,高雄醫學大學,99999Z03,軍訓教官,D 日,,0,1,0,50 高雄市,1 一般
112,1020,南華大學,01121001,幼兒教育學系,D 日,M 碩士,23,0,5,10 嘉義縣,1 一般
112,1020,南華大學,01121001,幼兒教育學系,D 日,B 學士,162,9,42,10 嘉義縣,1 一般
112,1020,南華大學,02111059,視覺藝術與設計學系,D 日,M 碩士,26,0,5,10 嘉義縣,1 一般
112,1020,南華大學,02111059,視覺藝術與設計學系,D 日,B 學士,184,8,34,10 嘉義縣,1 一般
112,1020,南華大學,02122062,產品與室內設計學系,D 日,M 碩士,16,0,5,10 嘉義縣,1 一般
112,1020,南華大學,02122062,產品與室內設計學系,D 日,B 學士,181,7,40,10 嘉義縣,1 一般
112,1020,南華大學,02122062,產品與室內設計學系,P 進,B 學士,54,0,9,10 嘉義縣,1 一般
112,1020,南華大學,02151003,民族音樂學系,D 日,M 碩士,26,0,10,10 嘉義縣,1 一般
112,1020,南華大學,02151003,民族音樂學系,D 日,B 學士,99,7,22,10 嘉義縣,1 一般
112,1020,南華大學,02211010,宗教學研究所,D 日,M 碩士,48,7,9,10 嘉義縣,1 一般
112,1020,南華大學,02211010,宗教學研究所,N 職,M 碩士,42,0,3,10 嘉義縣,1 一般
112,1020,南華大學,02299011,生死學系生死學博士班,D 日,D 博士,12,0,0,10 嘉義縣,1 一般
112,1020,南華大學,02299011,生死學系,D 日,M 碩士,89,0,13,10 嘉義縣,1 一般
112,1020,南華大學,02299011,生死學系,N 職,M 碩士,138,0,21,10 嘉義縣,1 一般
112,1020,南華大學,02299011,生死學系,D 日,B 學士,559,20,129,10 嘉義縣,1 一般
112,1020,南華大學,02299011,生死學系,P 進,B 學士,122,0,15,10 嘉義縣,1 一般
112,1020,南華大學,02311008,外國語文學系,D 日,B 學士,112,6,43,10 嘉義縣,1 一般
112,1020,南華大學,02322009,文學系,D 日,M 碩士,22,0,10,10 嘉義縣,1 一般
112,1020,南華大學,02322009,文學系,N 職,M 碩士,8,0,2,10 嘉義縣,1 一般
112,1020,南華大學,02322009,文學系,D 日,B 學士,112,7,25,10 嘉義縣,1 一般
112,1020,南華大學,03122019,國際事務與企業學系,D 日,M 碩士,35,0,17,10 嘉義縣,1 一般
112,1020,南華大學,03122019,國際事務與企業學系,D 日,B 學士,132,9,32,10 嘉義縣,1 一般
112,1020,南華大學,03141017,應用社會學系社會學碩士班,D 日,M 碩士,33,0,6,10 嘉義縣,1 一般
112,1020,南華大學,03141017,應用社會學系,D 日,B 學士,221,8,62,10 嘉義縣,1 一般
112,1020,南華大學,03214026,傳播學系,D 日,M 碩士,19,0,9,10 嘉義縣,1 一般
112,1020,南華大學,03214026,傳播學系,D 日,B 學士,185,8,46,10 嘉義縣,1 一般
112,1020,南華大學,04121031,財務金融學系財務管理碩士班,D 日,M 碩士,13,0,11,10 嘉義縣,1 一般
112,1020,南華大學,04121031,財務金融學系財務管理碩士在職專班,N 職,M 碩士,15,0,9,10 嘉義縣,1 一般
112,1020,南華大學,04121031,財務金融學系,D 日,B 學士,190,9,39,10 嘉義縣,1 一般
112,1020,南華大學,04131029,企業管理學系管理科學博士班,D 日,D 博士,35,0,8,10 嘉義縣,1 一般
112,1020,南華大學,04131029,企業管理學系管理科學碩士班,D 日,M 碩士,33,0,19,10 嘉義縣,1 一般
112,1020,南華大學,04131029,企業管理學系管理科學碩士在職專班,N 職,M 碩士,34,0,10,10 嘉義縣,1 一般
112,1020,南華大學,04131029,企業管理學系,D 日,B 學士,133,10,39,10 嘉義縣,1 一般
112,1020,南華大學,04141030,管理學院國際企業學士學位學程,D 日,B 學士,118,3,42,10 嘉義縣,1 一般
112,1020,南華大學,04199033,文化創意事業管理學系,D 日,M 碩士,24,0,10,10 嘉義縣,1 一般
112,1020,南華大學,04199033,文化創意事業管理學系,N 職,M 碩士,33,0,7,10 嘉義縣,1 一般
112,1020,南華大學,04199033,文化創意事業管理學系,D 日,B 學士,110,8,30,10 嘉義縣,1 一般
112,1020,南華大學,05121040,自然生物科技學系,D 日,B 學士,150,8,34,10 嘉義縣,1 一般
112,1020,南華大學,05211060,科技學院永續綠色科技碩士學位學程,D 日,M 碩士,35,3,10,10 嘉義縣,1 一般
112,1020,南華大學,05211060,永續綠色科技碩士在職學位學程,N 職,M 碩士,29,0,6,10 嘉義縣,1 一般
112,1020,南華大學,06121043,科技學院資訊科技進修學士班,P 進,B 學士,99,1,38,10 嘉義縣,1 一般
112,1020,南華大學,06131042,資訊管理學系,D 日,M 碩士,16,0,2,10 嘉義縣,1 一般
112,1020,南華大學,06131042,資訊管理學系,N 職,M 碩士,23,0,4,10 嘉義縣,1 一般
112,1020,南華大學,06131042,資訊管理學系,D 日,B 學士,169,9,40,10 嘉義縣,1 一般
112,1020,南華大學,07141044,資訊工程學系,D 日,B 學士,319,9,71,10 嘉義縣,1 一般
112,1020,南華大學,07311045,建築與景觀學系,D 日,M 碩士,0,0,5,10 嘉義縣,1 一般
112,1020,南華大學,07311045,建築與景觀學系,D 日,B 學士,0,0,47,10 嘉義縣,1 一般
112,1020,南華大學,07311064,建築學系,D 日,M 碩士,20,0,0,10 嘉義縣,1 一般
112,1020,南華大學,07311064,建築學系,D 日,B 學士,216,9,0,10 嘉義縣,1 一般
112,1020,南華大學,09171040,自然生物科技學系自然療癒碩士班,D 日,M 碩士,32,0,7,10 嘉義縣,1 一般
112,1020,南華大學,09171040,自然生物科技學系自然療癒碩士在職專班,N 職,M 碩士,48,0,6,10 嘉義縣,1 一般
112,1020,南華大學,10141061,運動與健康促進學士學位學程,D 日,B 學士,164,4,36,10 嘉義縣,1 一般
112,1020,南華大學,10151048,旅遊管理學系旅遊管理碩士班,D 日,M 碩士,7,0,9,10 嘉義縣,1 一般
112,1020,南華大學,10151048,旅遊管理學系旅遊管理碩士在職專班,N 職,M 碩士,18,0,3,10 嘉義縣,1 一般
112,1020,南華大學,10151048,旅遊管理學系,D 日,B 學士,151,9,83,10 嘉義縣,1 一般
112,1020,南華大學,99999Z07,體育室,D 日,,0,1,0,10 嘉義縣,1 一般
112,1021,真理大學,02151001,音樂應用學系,D 日,B 學士,119,7,26,01 新北市,1 一般
112,1021,真理大學,02211064,宗教文化與資訊管理學系,D 日,M 碩士,12,0,3,01 新北市,1 一般
112,1021,真理大學,02211064,宗教文化與資訊管理學系,N 職,M 碩士,3,0,1,01 新北市,1 一般
112,1021,真理大學,02211064,宗教文化與資訊管理學系,D 日,B 學士,99,9,11,01 新北市,1 一般
112,1021,真理大學,02299013,人文與資訊學系,D 日,B 學士,89,8,26,01 新北市,1 一般
112,1021,真理大學,02311006,英美語文學系,D 日,B 學士,133,7,50,01 新北市,1 一般
112,1021,真理大學,02311009,應用日語學系,D 日,B 學士,224,10,53,01 新北市,1 一般
112,1021,真理大學,02311009,應用日語學系,P 進,B 學士,1,0,1,01 新北市,1 一般
112,1021,真理大學,02321002,台灣文學系,D 日,B 學士,88,8,24,01 新北市,1 一般
112,1021,真理大學,03111014,經濟學系,D 日,M 碩士,13,0,3,01 新北市,1 一般
112,1021,真理大學,03111014,經濟學系,D 日,B 學士,122,10,42,01 新北市,1 一般
112,1021,真理大學,03214058,運動資訊傳播學系,D 日,B 學士,188,7,44,01 新北市,1 一般
112,1021,真理大學,04111019,會計資訊學系,D 日,B 學士,104,8,49,01 新北市,1 一般
112,1021,真理大學,04111066,理財與稅務規劃學系,D 日,B 學士,89,7,28,01 新北市,1 一般
112,1021,真理大學,04121024,財務金融學系,D 日,B 學士,155,8,66,01 新北市,1 一般
112,1021,真理大學,04131020,企業管理學系,D 日,M 碩士,26,0,5,01 新北市,1 一般
112,1021,真理大學,04131020,企業管理學系,N 職,M 碩士,7,0,3,01 新北市,1 一般
112,1021,真理大學,04131020,企業管理學系,D 日,B 學士,145,11,52,01 新北市,1 一般
112,1021,真理大學,04141067,國際企業與貿易學系,D 日,B 學士,157,8,47,01 新北市,1 一般
112,1021,真理大學,04199029,工業管理與經營資訊學系,D 日,B 學士,102,7,31,01 新北市,1 一般
112,1021,真理大學,04199057,運動管理學系,D 日,M 碩士,19,0,4,01 新北市,1 一般
112,1021,真理大學,04199057,運動管理學系,D 日,B 學士,239,10,59,01 新北市,1 一般
112,1021,真理大學,04199062,航空事業學系,D 日,B 學士,123,7,33,01 新北市,1 一般
112,1021,真理大學,04211031,法律學系,D 日,M 碩士,18,0,3,01 新北市,1 一般
112,1021,真理大學,04211031,法律學系,D 日,B 學士,260,10,81,01 新北市,1 一般
112,1021,真理大學,05499065,統計資訊與精算學系,D 日,M 碩士,11,0,2,01 新北市,1 一般
112,1021,真理大學,05499065,統計資訊與精算學系,D 日,B 學士,90,9,17,01 新北市,1 一般
112,1021,真理大學,06131041,資訊工程學系,D 日,M 碩士,8,0,2,01 新北市,1 一般
112,1021,真理大學,06131041,資訊工程學系,D 日,B 學士,182,9,46,01 新北市,1 一般
112,1021,真理大學,06134039,資訊管理學系,D 日,B 學士,127,7,59,01 新北市,1 一般
112,1021,真理大學,10151044,觀光事業學系,D 日,M 碩士,17,0,4,01 新北市,1 一般
112,1021,真理大學,10151044,觀光事業學系,D 日,B 學士,198,10,66,01 新北市,1 一般
112,1021,真理大學,10151045,觀光數位知識學系,D 日,B 學士,113,7,36,01 新北市,1 一般
112,1021,真理大學,99999Z03,軍訓教官,D 日,,0,2,0,01 新北市,1 一般
112,1021,真理大學,99999Z07,體育室,D 日,,0,11,0,01 新北市,1 一般
112,1022,大同大學,02112004,媒體設計學系,D 日,M 碩士,25,0,7,30 臺北市,1 一般
112,1022,大同大學,02112004,媒體設計學系,D 日,B 學士,344,10,67,30 臺北市,1 一般
112,1022,大同大學,02122003,設計科學研究所,D 日,D 博士,68,5,2,30 臺北市,1 一般
112,1022,大同大學,02123005,工業設計學系,D 日,M 碩士,39,0,11,30 臺北市,1 一般
112,1022,大同大學,02123005,工業設計學系,N 職,M 碩士,22,0,5,30 臺北市,1 一般
112,1022,大同大學,02123005,工業設計學系,D 日,B 學士,350,10,89,30 臺北市,1 一般
112,1022,大同大學,02311001,應用外語學系,D 日,B 學士,155,7,43,30 臺北市,1 一般
112,1022,大同大學,04131007,事業經營學系,D 日,M 碩士,25,0,11,30 臺北市,1 一般
112,1022,大同大學,04131007,事業經營學系,N 職,M 碩士,20,0,7,30 臺北市,1 一般
112,1022,大同大學,04131007,事業經營學系,D 日,B 學士,325,10,95,30 臺北市,1 一般
112,1022,大同大學,06131006,資訊經營學系,D 日,M 碩士,8,0,3,30 臺北市,1 一般
112,1022,大同大學,06131006,資訊經營學系,N 職,M 碩士,17,0,8,30 臺北市,1 一般
112,1022,大同大學,06131006,資訊經營學系,D 日,B 學士,192,8,44,30 臺北市,1 一般
112,1022,大同大學,06131012,資訊工程學系,D 日,D 博士,13,0,0,30 臺北市,1 一般
112,1022,大同大學,06131012,資訊工程學系,D 日,M 碩士,35,0,11,30 臺北市,1 一般
112,1022,大同大學,06131012,資訊工程學系,N 職,M 碩士,42,0,7,30 臺北市,1 一般
112,1022,大同大學,06131012,資訊工程學系,D 日,B 學士,500,18,95,30 臺北市,1 一般
112,1022,大同大學,07111021,化學工程與生物科技學系,D 日,D 博士,4,0,3,30 臺北市,1 一般
112,1022,大同大學,07111021,化學工程與生物科技學系,D 日,M 碩士,31,0,9,30 臺北市,1 一般
112,1022,大同大學,07111021,化學工程與生物科技學系,N 職,M 碩士,0,0,3,30 臺北市,1 一般
112,1022,大同大學,07111021,化學工程與生物科技學系,D 日,B 學士,350,12,99,30 臺北市,1 一般
112,1022,大同大學,07141010,電機工程學系,D 日,D 博士,7,0,0,30 臺北市,1 一般
112,1022,大同大學,07141010,電機工程學系,D 日,M 碩士,40,0,15,30 臺北市,1 一般
112,1022,大同大學,07141010,電機工程學系,N 職,M 碩士,25,0,7,30 臺北市,1 一般
112,1022,大同大學,07141010,電機工程學系,D 日,B 學士,468,16,79,30 臺北市,1 一般
112,1022,大同大學,07141013,通訊工程研究所,N 職,M 碩士,1,0,1,30 臺北市,1 一般
112,1022,大同大學,07151023,機械與材料工程學系,D 日,D 博士,9,0,0,30 臺北市,1 一般
112,1022,大同大學,07151023,機械與材料工程學系,D 日,M 碩士,29,0,5,30 臺北市,1 一般
112,1022,大同大學,07151023,機械與材料工程學系,D 日,B 學士,418,14,139,30 臺北市,1 一般
112,1022,大同大學,07194022,工程學院學士班,D 日,B 學士,41,3,0,30 臺北市,1 一般
112,1022,大同大學,99999Y45,國際學院,D 日,,0,5,0,30 臺北市,1 一般
112,1022,大同大學,99999Z01,通識及共同科目,D 日,,0,4,0,30 臺北市,1 一般
112,1022,大同大學,99999Z07,體育室,D 日,,0,3,0,30 臺北市,1 一般
112,1023,南臺科技大學,01111065,人文社會學院教育經營碩士班,D 日,M 碩士,30,5,6,11 臺南市,2 技職
112,1023,南臺科技大學,01111065,人文社會學院教育經營碩士在職專班,N 職,M 碩士,61,0,10,11 臺南市,2 技職
112,1023,南臺科技大學,02112008,視覺傳達設計系碩士班,D 日,M 碩士,31,0,12,11 臺南市,2 技職
112,1023,南臺科技大學,02112008,視覺傳達設計系,D 日,B 四技,720,16,162,11 臺南市,2 技職
112,1023,南臺科技大學,02112008,視覺傳達設計系,N 修,B 四技,90,0,13,11 臺南市,2 技職
112,1023,南臺科技大學,02123010,創新產品設計系碩士班,D 日,M 碩士,19,0,4,11 臺南市,2 技職
112,1023,南臺科技大學,02123010,創新產品設計系,D 日,B 四技,304,10,66,11 臺南市,2 技職
112,1023,南臺科技大學,02123010,創新產品設計系,N 修,B 四技,3,0,21,11 臺南市,2 技職
112,1023,南臺科技大學,02151003,流行音樂產業系,D 日,B 四技,384,9,59,11 臺南市,2 技職
112,1023,南臺科技大學,02311005,應用英語系碩士班,D 日,M 碩士,9,0,3,11 臺南市,2 技職
112,1023,南臺科技大學,02311005,應用英語系碩士在職專班,N 職,M 碩士,3,0,0,11 臺南市,2 技職
112,1023,南臺科技大學,02311005,應用英語系,D 日,B 四技,187,12,84,11 臺南市,2 技職
112,1023,南臺科技大學,02311005,應用英語系,N 修,B 四技,99,1,32,11 臺南市,2 技職
112,1023,南臺科技大學,02311005,應用英語系,N 修,C 二技,33,0,14,11 臺南市,2 技職
112,1023,南臺科技大學,02311006,應用日語系碩士班,D 日,M 碩士,22,0,1,11 臺南市,2 技職
112,1023,南臺科技大學,02311006,應用日語系,D 日,B 四技,442,14,86,11 臺南市,2 技職
112,1023,南臺科技大學,02311006,應用日語系,N 修,B 四技,177,0,48,11 臺南市,2 技職
112,1023,南臺科技大學,03214011,資訊傳播系碩士班,D 日,M 碩士,15,0,4,11 臺南市,2 技職
112,1023,南臺科技大學,03214011,資訊傳播系,D 日,B 四技,401,11,102,11 臺南市,2 技職
112,1023,南臺科技大學,03214011,資訊傳播系,N 修,B 四技,54,0,32,11 臺南市,2 技職
112,1023,南臺科技大學,03214011,資訊傳播系_香港二技專班,D 日,C 二技,0,0,1,11 臺南市,2 技職
112,1023,南臺科技大學,04111013,會計資訊系,D 日,B 四技,92,3,63,11 臺南市,2 技職
112,1023,南臺科技大學,04121021,財務金融系,D 日,B 四技,526,16,121,11 臺南市,2 技職
112,1023,南臺科技大學,04121021,財務金融系,N 修,B 四技,0,0,4,11 臺南市,2 技職
112,1023,南臺科技大學,04121022,國際金融學士學位學程,D 日,B 四技,2,0,10,11 臺南市,2 技職
